Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01068,C00224,P00214,09/04/2024,ST
INV01069,C00001,"P00237,P00412,P00247",28/07/2024,CYB
INV01070,C00774,"P00417,P00336",11/12/2024,MK
INV01071,C00426,"P00373,P00353,P00422,P00266,P00313,P00332",30/12/2025,CYB
INV01072,C01380,P00230,21/09/2025,CYB
INV01073,C00857,"P00055,P00310",05/02/2025,MK
INV01074,C00015,"P00385,P00434,P00146,P00161,P00421",05/07/2024,CYB
INV01075,C00338,"P00373,P00353,P00422,P00266",11/05/2024,MK
INV01076,C00190,"P00156,P00336,P00108,P00089,P00427,P00468",28/04/2025,TKO
INV01077,C00512,"P00488,P00260,P00028,P00125",10/03/2025,CYB
INV01078,C00466,"P00373,P00353,P00422,P00266",06/01/2025,CYB
INV01079,C00615,"P00176,P00520,P00074,P00479",14/08/2025,MK
INV01080,C00313,"P00122,P00518,P00547,P00026,P00228",03/05/2025,MK
INV01081,C01371,"P00373,P00353,P00422,P00266,P00475",03/01/2025,TKO
INV01082,C01271,"P00373,P00353,P00422,P00266",19/07/2024,MK
INV01083,C00270,"P00156,P00336,P00108,P00089,P00083",14/06/2025,CYB
INV01084,C01068,"P00156,P00336,P00108,P00089,P00073",21/05/2025,TKO
INV01085,C01132,"P00156,P00336,P00108,P00089",22/04/2025,ST
INV01086,C00991,"P00156,P00336,P00108,P00089,P00420",08/04/2025,TKO
INV01087,C00467,"P00240,P00126",29/03/2025,CYB
INV01088,C01296,P00449,07/08/2024,TKO
INV01089,C01130,"P00491,P00212",23/10/2024,TKO
INV01090,C01392,P00021,13/05/2024,MK
INV01091,C00737,"P00008,P00173,P00247",07/02/2025,CYB
INV01092,C01030,"P00323,P00285",11/10/2024,CYB
INV01093,C01242,"P00443,P00510,P00054",17/07/2024,ST
INV01094,C01152,"P00469,P00463,P00180,P00028,P00161",18/02/2024,CYB
INV01095,C01213,"P00479,P00507,P00022,P00003,P00434",13/09/2024,TKO
INV01096,C00576,"P00071,P00446,P00126,P00034,P00284",23/12/2024,CYB
INV01097,C00291,"P00448,P00536,P00109",12/12/2025,CYB
INV01098,C01380,"P00003,P00415,P00238,P00477,P00001",03/01/2024,MK
INV01099,C01278,P00095,11/08/2025,TKO
INV01100,C00108,"P00373,P00353,P00422,P00266",01/09/2025,ST
INV01101,C00984,P00173,18/07/2025,TKO
INV01102,C00695,"P00156,P00336,P00108,P00089,P00232,P00320",03/06/2024,TKO
INV01103,C00876,"P00156,P00336,P00108,P00089",25/10/2024,TKO
INV01104,C00078,"P00173,P00021,P00420,P00341",12/06/2025,CYB
INV01105,C00955,"P00373,P00353,P00422,P00266,P00037",04/01/2024,ST
INV01106,C01058,"P00212,P00482,P00421,P00540,P00497",18/05/2025,ST
INV01107,C00522,"P00373,P00353,P00422,P00266",19/01/2024,ST
INV01108,C00603,"P00373,P00353,P00422,P00266,P00162,P00298",27/07/2025,MK
INV01109,C00517,"P00156,P00336,P00108,P00089,P00184,P00200",05/11/2025,CYB
INV01110,C00193,"P00459,P00155,P00436",24/04/2025,TKO
INV01111,C00513,"P00156,P00336,P00108,P00089,P00205",03/03/2024,ST
INV01112,C00579,"P00083,P00106,P00307",14/03/2025,ST
INV01113,C01231,"P00116,P00449,P00374,P00085",20/01/2025,MK
INV01114,C00716,P00166,24/05/2024,TKO
INV01115,C00848,"P00156,P00336,P00108,P00089,P00544",20/07/2024,CYB
INV01116,C01263,"P00250,P00393,P00141,P00193,P00061",09/02/2024,MK
INV01117,C00024,"P00156,P00336,P00108,P00089,P00226",02/08/2024,ST
INV01118,C01146,P00365,19/11/2024,ST
INV01119,C01204,"P00373,P00353,P00422,P00266",31/12/2025,CYB
INV01120,C00570,P00175,26/01/2025,CYB
INV01121,C00602,"P00051,P00018,P00190,P00264,P00516",21/04/2024,ST
INV01122,C00230,"P00022,P00013,P00068,P00542,P00236",14/06/2024,TKO
INV01123,C00565,"P00294,P00365,P00446,P00341",18/10/2025,TKO
INV01124,C00288,P00017,07/06/2024,MK
INV01125,C00920,"P00373,P00353,P00422,P00266,P00312,P00396",02/02/2024,TKO
INV01126,C01351,"P00373,P00353,P00422,P00266",22/11/2024,TKO
INV01127,C00052,P00244,27/07/2024,MK
INV01128,C00459,"P00480,P00433,P00040",24/10/2025,TKO
INV01129,C01042,"P00241,P00169,P00409,P00535",02/09/2025,MK
INV01130,C00088,"P00156,P00336,P00108,P00089,P00314,P00361",15/10/2025,TKO
INV01131,C00011,"P00037,P00126,P00227",05/08/2025,TKO
INV01132,C00868,"P00156,P00336,P00108,P00089,P00377,P00321",24/10/2025,MK
INV01133,C00617,P00531,11/05/2024,CYB
INV01134,C01200,"P00156,P00336,P00108,P00089,P00322,P00487",24/03/2024,TKO
INV01135,C00254,P00436,19/03/2025,CYB
INV01136,C00303,"P00541,P00536",06/08/2024,TKO
INV01137,C00066,"P00499,P00093,P00250",02/09/2024,MK
INV01138,C01013,"P00373,P00353,P00422,P00266,P00224,P00262",27/08/2024,CYB
INV01139,C01249,"P00435,P00466,P00204,P00090",03/12/2025,MK
INV01140,C00827,"P00413,P00242,P00519",15/07/2025,ST
INV01141,C00652,"P00194,P00512,P00054,P00406,P00127",10/08/2025,ST
INV01142,C00999,P00134,13/08/2024,CYB
INV01143,C00914,"P00042,P00117,P00017,P00519,P00448",10/12/2024,TKO
INV01144,C00557,"P00156,P00336,P00108,P00089,P00069",07/02/2024,TKO
INV01145,C00427,"P00373,P00353,P00422,P00266,P00012",16/12/2025,CYB
INV01146,C00511,"P00156,P00336,P00108,P00089,P00372",22/08/2025,CYB
INV01147,C00848,"P00450,P00494,P00206,P00110",17/11/2024,TKO
INV01148,C00074,"P00137,P00026,P00094,P00226,P00516",17/11/2025,CYB
INV01149,C01073,P00039,19/04/2024,TKO
INV01150,C00063,"P00472,P00483,P00305",26/04/2024,ST
INV01151,C00623,"P00344,P00479,P00326,P00167",22/01/2025,CYB
INV01152,C01295,"P00401,P00481",19/01/2025,MK
INV01153,C01011,"P00373,P00353,P00422,P00266,P00181",26/09/2024,MK
INV01154,C00090,"P00156,P00336,P00108,P00089",24/05/2024,ST
INV01155,C01349,P00251,28/10/2024,MK
INV01156,C01110,"P00156,P00336,P00108,P00089",11/05/2024,CYB
INV01157,C01043,"P00416,P00113",18/05/2025,MK
INV01158,C01375,"P00373,P00353,P00422,P00266,P00223,P00535",25/10/2025,CYB
INV01159,C00828,"P00006,P00192,P00270",25/07/2024,TKO
INV01160,C00944,P00062,04/12/2025,CYB
INV01161,C00375,P00229,14/01/2025,CYB
INV01162,C00784,P00168,15/05/2024,TKO
INV01163,C01436,"P00128,P00529,P00473,P00390,P00406",23/04/2024,ST
INV01164,C01055,"P00373,P00353,P00422,P00266,P00068,P00049",26/03/2025,TKO
INV01165,C01155,"P00214,P00171",14/02/2025,CYB
INV01166,C01137,P00196,14/01/2024,TKO
INV01167,C00132,P00085,14/10/2025,MK
INV01168,C00337,"P00281,P00393,P00244,P00342,P00137",21/03/2025,CYB
INV01169,C01185,P00543,20/01/2024,CYB
INV01170,C01431,"P00055,P00210,P00386,P00073",24/10/2024,TKO
INV01171,C01285,"P00074,P00374",09/09/2024,TKO
INV01172,C01247,"P00055,P00128,P00481,P00011,P00211",25/11/2025,TKO
INV01173,C00386,"P00403,P00235,P00258",17/11/2025,TKO
INV01174,C00600,"P00090,P00294,P00146",11/09/2025,CYB
INV01175,C00214,"P00155,P00345,P00066,P00110",28/11/2025,TKO
INV01176,C00728,P00127,22/08/2024,TKO
INV01177,C00853,"P00354,P00258,P00218,P00214,P00318",20/07/2024,TKO
INV01178,C00183,"P00156,P00336,P00108,P00089,P00113",04/12/2024,MK
INV01179,C01085,"P00156,P00336,P00108,P00089,P00442,P00159",19/10/2025,MK
INV01180,C00362,P00505,22/01/2025,CYB
INV01181,C00922,"P00021,P00408",21/05/2025,CYB
INV01182,C00482,"P00019,P00213,P00276,P00114,P00234",24/07/2024,MK
INV01183,C00693,"P00156,P00336,P00108,P00089",28/01/2024,TKO
INV01184,C00301,"P00004,P00069",03/04/2024,TKO
INV01185,C00104,"P00373,P00353,P00422,P00266",08/08/2025,CYB
INV01186,C00742,"P00420,P00251",29/03/2025,TKO
INV01187,C00722,P00445,12/04/2024,MK
INV01188,C00733,"P00309,P00387,P00272,P00298",18/04/2025,ST
INV01189,C00635,"P00506,P00247,P00363,P00006",22/05/2024,ST
INV01190,C00641,"P00373,P00353,P00422,P00266",17/09/2025,CYB
INV01191,C00066,"P00156,P00336,P00108,P00089,P00185",23/01/2025,CYB
INV01192,C00106,P00029,20/05/2025,CYB
INV01193,C01280,"P00399,P00483,P00146,P00257",22/08/2025,MK
INV01194,C00358,"P00156,P00336,P00108,P00089,P00417",06/02/2025,TKO
INV01195,C01229,"P00048,P00162,P00392,P00146,P00183",26/12/2024,CYB
INV01196,C01026,P00394,25/04/2025,MK
INV01197,C00285,"P00051,P00390,P00427",15/11/2025,MK
INV01198,C00498,"P00373,P00353,P00422,P00266",02/05/2024,MK
INV01199,C00819,"P00156,P00336,P00108,P00089,P00165,P00099",13/10/2024,MK
INV01200,C00851,P00026,12/08/2025,TKO
INV01201,C01308,"P00373,P00353,P00422,P00266",30/03/2024,TKO
INV01202,C00660,"P00417,P00235",16/10/2024,MK
INV01203,C01284,"P00373,P00353,P00422,P00266,P00045,P00081",02/10/2024,MK
INV01204,C00051,"P00156,P00336,P00108,P00089,P00210",29/03/2025,CYB
INV01205,C00958,"P00423,P00353,P00173,P00271",19/11/2024,MK
INV01206,C00112,"P00433,P00300,P00347,P00178",03/07/2025,TKO
INV01207,C00730,"P00310,P00500,P00457",05/01/2025,CYB
INV01208,C00327,"P00156,P00336,P00108,P00089,P00430,P00513",20/08/2024,CYB
INV01209,C00876,"P00405,P00240,P00081,P00381",19/01/2024,ST
INV01210,C01029,"P00192,P00308",03/04/2025,MK
INV01211,C00416,"P00406,P00043,P00517,P00522,P00269",07/07/2024,TKO
INV01212,C01260,"P00212,P00510",18/12/2024,MK
INV01213,C00472,"P00369,P00364",10/01/2025,TKO
INV01214,C00310,"P00015,P00227,P00421",27/01/2024,CYB
INV01215,C01146,"P00323,P00518",13/07/2025,CYB
INV01216,C00382,"P00156,P00336,P00108,P00089",04/03/2024,CYB
INV01217,C00930,"P00517,P00013,P00369,P00224,P00475",26/02/2024,TKO
INV01218,C00068,"P00373,P00353,P00422,P00266,P00163,P00385",15/09/2025,MK
INV01219,C01248,"P00415,P00307,P00444,P00058",26/04/2025,MK
INV01220,C00285,"P00373,P00353,P00422,P00266",19/08/2024,MK
INV01221,C01356,"P00334,P00439",04/04/2025,TKO
INV01222,C00255,"P00156,P00336,P00108,P00089,P00197,P00431",08/10/2024,MK
INV01223,C00036,P00321,12/09/2024,MK
INV01224,C00447,"P00117,P00014,P00373",26/07/2025,CYB
INV01225,C00890,"P00365,P00301,P00136",19/11/2024,CYB
INV01226,C00633,"P00373,P00353,P00422,P00266,P00026,P00184",08/09/2025,ST
INV01227,C01160,"P00238,P00317,P00407,P00544",17/09/2025,ST
INV01228,C01261,"P00156,P00336,P00108,P00089,P00452",13/08/2024,TKO
INV01229,C00611,"P00014,P00253,P00007",26/08/2025,TKO
INV01230,C00339,"P00469,P00294,P00141,P00497,P00232",26/10/2025,CYB
INV01231,C00035,"P00382,P00375,P00171,P00118,P00070",14/08/2025,CYB
INV01232,C00115,"P00156,P00336,P00108,P00089,P00514,P00279",02/12/2024,TKO
INV01233,C00417,"P00272,P00382,P00497,P00170,P00522",03/09/2025,ST
INV01234,C00121,P00237,04/12/2024,MK
INV01235,C00273,"P00373,P00353,P00422,P00266,P00202",01/04/2025,CYB
INV01236,C00727,"P00373,P00353,P00422,P00266,P00117,P00227",31/07/2024,TKO
INV01237,C00015,"P00232,P00486",08/12/2025,MK
INV01238,C00682,"P00373,P00353,P00422,P00266,P00238,P00298",09/01/2025,ST
INV01239,C00002,"P00154,P00436,P00326",07/12/2024,CYB
INV01240,C00483,"P00357,P00344,P00106,P00169",18/11/2025,ST
INV01241,C00026,P00214,20/11/2024,MK
INV01242,C00276,"P00334,P00276,P00351,P00360",15/10/2025,TKO
INV01243,C00788,"P00156,P00336,P00108,P00089",23/06/2025,TKO
INV01244,C00250,P00424,28/09/2024,TKO
INV01245,C00237,"P00487,P00521,P00019,P00323,P00010",12/12/2024,TKO
INV01246,C00209,"P00074,P00463",28/04/2024,MK
INV01247,C00716,"P00156,P00336,P00108,P00089,P00296,P00328",03/07/2025,CYB
INV01248,C01332,"P00429,P00023,P00432,P00457,P00319",07/12/2025,CYB
INV01249,C00004,"P00323,P00132,P00319",30/09/2025,CYB
INV01250,C00428,"P00408,P00068,P00088",28/10/2025,TKO
INV01251,C00459,"P00373,P00353,P00422,P00266,P00259,P00313",03/06/2024,TKO
INV01252,C00696,"P00373,P00353,P00422,P00266,P00131,P00216",28/08/2025,CYB
INV01253,C00548,"P00160,P00283,P00480,P00231",13/11/2025,CYB
INV01254,C01283,"P00156,P00336,P00108,P00089",15/10/2024,TKO
INV01255,C00825,"P00281,P00324,P00360,P00426",15/12/2024,MK
INV01256,C00999,"P00307,P00547,P00228,P00273",08/05/2024,MK
INV01257,C00201,"P00345,P00409,P00103",03/12/2024,TKO
INV01258,C00160,"P00156,P00336,P00108,P00089",22/02/2024,CYB
INV01259,C00415,"P00364,P00508,P00546,P00140",27/12/2024,TKO
INV01260,C00315,"P00073,P00531",15/09/2024,MK
INV01261,C00848,"P00446,P00158,P00487",29/08/2025,MK
INV01262,C00918,"P00206,P00171,P00096",11/06/2024,CYB
INV01263,C00725,"P00295,P00033,P00471",03/12/2024,MK
INV01264,C00164,P00197,13/01/2024,CYB
INV01265,C00391,"P00156,P00336,P00108,P00089,P00510,P00345",01/02/2024,TKO
INV01266,C00687,"P00156,P00336,P00108,P00089",19/04/2024,CYB
INV01267,C00594,P00547,10/07/2024,MK
INV01268,C00530,"P00087,P00356",15/09/2024,MK
INV01269,C00827,"P00373,P00353,P00422,P00266",23/02/2024,TKO
INV01270,C00644,P00143,01/09/2024,MK
INV01271,C01408,"P00401,P00492,P00051",24/10/2024,MK
INV01272,C00670,"P00186,P00410,P00341,P00444",28/07/2025,MK
INV01273,C00876,"P00156,P00336,P00108,P00089,P00436",28/11/2024,TKO
INV01274,C00180,"P00511,P00280,P00396,P00204",31/07/2025,MK
INV01275,C01205,"P00103,P00438,P00068,P00014",15/05/2025,TKO
INV01276,C00200,P00338,30/11/2025,MK
INV01277,C01305,"P00394,P00428,P00298",17/10/2024,CYB
INV01278,C01253,"P00343,P00110,P00270",24/05/2024,TKO
INV01279,C01279,"P00023,P00528,P00244,P00112",09/08/2025,ST
INV01280,C01180,"P00373,P00353,P00422,P00266,P00161,P00272",09/02/2024,CYB
INV01281,C00483,"P00271,P00278,P00283",18/08/2025,MK
INV01282,C00430,"P00156,P00336,P00108,P00089,P00442,P00010",04/07/2024,TKO
INV01283,C00378,"P00360,P00165",07/03/2024,ST
INV01284,C00222,P00502,25/03/2025,CYB
INV01285,C01434,"P00481,P00129,P00069",03/06/2025,ST
INV01286,C00027,"P00354,P00325",14/09/2024,TKO
INV01287,C00617,"P00373,P00353,P00422,P00266",08/04/2025,CYB
INV01288,C00687,P00365,04/11/2025,CYB
INV01289,C00114,"P00355,P00236,P00529",21/02/2024,TKO
INV01290,C00162,"P00156,P00336,P00108,P00089,P00203,P00266",16/10/2025,CYB
INV01291,C00231,"P00156,P00336,P00108,P00089",28/05/2024,CYB
INV01292,C00466,"P00326,P00345",02/10/2024,CYB
INV01293,C01328,"P00319,P00078,P00253,P00144,P00135",30/01/2025,MK
INV01294,C01123,"P00110,P00392,P00292",16/11/2025,CYB
INV01295,C01396,"P00439,P00145,P00120",05/11/2024,MK
INV01296,C00611,"P00156,P00336,P00108,P00089",30/11/2025,TKO
INV01297,C01210,"P00016,P00428,P00540",30/06/2025,TKO
INV01298,C01256,"P00216,P00034,P00053,P00277",19/08/2025,MK
INV01299,C00394,P00078,31/07/2024,MK
INV01300,C01287,P00448,11/05/2025,ST
INV01301,C00124,"P00534,P00421",17/03/2025,CYB
INV01302,C00813,"P00404,P00410,P00357",21/02/2025,TKO
INV01303,C00790,"P00183,P00379,P00105,P00134,P00332",25/02/2025,TKO
INV01304,C01417,"P00498,P00314,P00442,P00169,P00093",20/04/2025,CYB
INV01305,C00215,P00103,17/08/2024,CYB
INV01306,C00024,"P00082,P00243,P00137",25/02/2025,CYB
INV01307,C00386,P00164,23/08/2024,CYB
INV01308,C00321,"P00373,P00353,P00422,P00266,P00181",27/04/2025,CYB
INV01309,C01246,"P00237,P00387,P00337,P00132,P00282",26/01/2025,ST
INV01310,C00511,"P00273,P00310",11/10/2024,TKO
INV01311,C00719,"P00373,P00353,P00422,P00266,P00298,P00252",30/05/2024,MK
INV01312,C00704,"P00373,P00353,P00422,P00266,P00129",22/08/2024,CYB
INV01313,C01438,"P00373,P00353,P00422,P00266,P00138",11/09/2025,TKO
INV01314,C00817,"P00156,P00336,P00108,P00089,P00183",22/04/2025,CYB
INV01315,C00324,"P00010,P00508,P00169,P00118",21/06/2024,TKO
INV01316,C00512,"P00263,P00240,P00362",24/01/2024,CYB
INV01317,C00397,"P00373,P00353,P00422,P00266,P00011,P00494",09/12/2025,ST
INV01318,C00070,"P00071,P00344,P00543,P00328,P00043",14/02/2025,MK
INV01319,C00144,"P00184,P00133",18/06/2024,TKO
INV01320,C00409,"P00351,P00375,P00516,P00494,P00210",29/06/2024,CYB
INV01321,C00510,"P00193,P00293,P00025,P00027,P00416",12/05/2024,ST
INV01322,C01444,"P00210,P00418",05/11/2025,CYB
INV01323,C01158,"P00373,P00353,P00422,P00266,P00183,P00231",25/05/2025,ST
INV01324,C00221,"P00373,P00353,P00422,P00266",10/10/2024,MK
INV01325,C00383,"P00156,P00336,P00108,P00089,P00130",11/05/2024,MK
INV01326,C00944,"P00513,P00296,P00496",18/07/2025,CYB
INV01327,C01285,P00269,10/08/2024,ST
INV01328,C01225,P00361,24/07/2025,MK
INV01329,C00392,"P00213,P00535,P00472,P00248,P00503",15/06/2025,ST
INV01330,C00567,P00018,07/04/2025,CYB
INV01331,C00706,"P00156,P00336,P00108,P00089,P00125,P00120",06/02/2025,ST
INV01332,C00357,"P00373,P00353,P00422,P00266,P00069",12/03/2024,TKO
INV01333,C00189,P00279,09/05/2025,ST
INV01334,C00114,"P00169,P00227",30/05/2024,TKO
INV01335,C00571,"P00035,P00142,P00004,P00115",10/09/2024,MK
INV01336,C01071,"P00463,P00033",15/02/2024,TKO
INV01337,C00939,P00293,21/03/2025,MK
INV01338,C00808,P00389,09/01/2025,MK
INV01339,C00494,"P00044,P00491,P00030",26/07/2025,CYB
INV01340,C00689,"P00035,P00205,P00025,P00015",19/01/2025,TKO
INV01341,C00780,"P00337,P00504,P00296",17/06/2024,TKO
INV01342,C00067,"P00053,P00220,P00138,P00042",01/04/2025,CYB
INV01343,C00556,"P00156,P00336,P00108,P00089",01/10/2024,CYB
INV01344,C00623,"P00373,P00353,P00422,P00266",11/01/2024,TKO
INV01345,C00745,"P00139,P00173,P00187,P00423,P00153",08/12/2024,TKO
INV01346,C01163,"P00092,P00148",25/03/2024,ST
INV01347,C00166,"P00076,P00082,P00202,P00383",17/12/2025,CYB
INV01348,C00921,"P00402,P00303,P00036",21/02/2025,TKO
INV01349,C00286,"P00071,P00078,P00257,P00252",07/04/2025,CYB
INV01350,C00471,"P00156,P00336,P00108,P00089,P00462",26/11/2025,TKO
INV01351,C00983,"P00433,P00110,P00212",27/02/2024,TKO
INV01352,C01107,"P00373,P00353,P00422,P00266,P00458,P00350",02/08/2024,MK
INV01353,C00305,"P00258,P00520,P00105",03/08/2024,MK
INV01354,C00988,"P00373,P00353,P00422,P00266,P00142,P00239",27/08/2024,MK
INV01355,C00537,"P00156,P00336,P00108,P00089,P00459",10/02/2024,TKO
INV01356,C00494,"P00156,P00336,P00108,P00089",13/08/2025,MK
INV01357,C00665,"P00024,P00070,P00199,P00156,P00373",27/08/2024,TKO
INV01358,C01432,"P00332,P00230",23/05/2024,CYB
INV01359,C01301,"P00189,P00200,P00032",20/07/2024,TKO
INV01360,C01147,"P00373,P00353,P00422,P00266,P00166",11/10/2025,MK
INV01361,C01266,"P00156,P00336,P00108,P00089,P00072",30/04/2024,TKO
INV01362,C00241,"P00270,P00438",03/01/2024,TKO
INV01363,C00196,"P00437,P00303,P00193,P00246",05/05/2024,MK
INV01364,C01080,"P00373,P00353,P00422,P00266,P00133",24/03/2024,ST
INV01365,C00893,"P00502,P00503,P00072,P00527,P00330",12/08/2025,TKO
INV01366,C00162,"P00373,P00353,P00422,P00266,P00448",16/03/2025,MK
INV01367,C00557,"P00156,P00336,P00108,P00089,P00135,P00313",09/03/2025,TKO
INV01368,C00259,P00002,24/05/2024,ST
INV01369,C00728,"P00296,P00519",26/11/2025,ST
INV01370,C01327,"P00117,P00162",02/02/2025,TKO
INV01371,C00921,"P00259,P00324,P00092,P00246,P00103",16/02/2025,MK
INV01372,C00912,"P00373,P00353,P00422,P00266,P00253,P00453",13/05/2025,CYB
INV01373,C00170,P00135,27/07/2025,MK
INV01374,C00839,"P00510,P00364,P00036,P00502,P00264",30/10/2024,CYB
INV01375,C00176,"P00373,P00353,P00422,P00266,P00407",22/07/2025,MK
INV01376,C00263,"P00373,P00353,P00422,P00266",23/03/2024,TKO
INV01377,C00339,"P00384,P00157,P00018,P00194,P00529",21/05/2025,MK
INV01378,C00891,"P00326,P00527",16/07/2024,MK
INV01379,C01266,P00231,30/12/2024,TKO
INV01380,C01331,P00090,16/08/2024,MK
INV01381,C01262,"P00330,P00145,P00172,P00137,P00060",15/03/2025,MK
INV01382,C01237,"P00500,P00420,P00461,P00142",16/03/2025,CYB
INV01383,C00509,"P00433,P00009",09/06/2025,MK
INV01384,C00394,"P00373,P00353,P00422,P00266,P00144",12/08/2025,TKO
INV01385,C01286,"P00173,P00237,P00162,P00517",29/09/2024,TKO
INV01386,C00269,"P00373,P00353,P00422,P00266,P00141",24/09/2024,MK
INV01387,C01156,"P00023,P00394,P00407,P00339",22/12/2024,MK
INV01388,C00665,"P00373,P00353,P00422,P00266,P00545",07/06/2025,CYB
INV01389,C00829,P00261,26/01/2024,ST
INV01390,C01085,"P00532,P00229,P00449",01/08/2025,ST
INV01391,C01147,"P00385,P00091,P00188",25/12/2025,ST
INV01392,C00296,P00311,11/10/2024,MK
INV01393,C00650,"P00156,P00336,P00108,P00089,P00131,P00252",15/07/2024,TKO
INV01394,C00260,"P00168,P00526,P00492",31/12/2024,CYB
INV01395,C00517,"P00156,P00336,P00108,P00089,P00179",03/11/2025,CYB
INV01396,C00223,"P00009,P00539,P00238,P00201",30/12/2024,TKO
INV01397,C01126,"P00536,P00329",11/10/2024,MK
INV01398,C01008,"P00420,P00280",20/02/2025,CYB
INV01399,C00203,P00277,11/12/2025,MK
INV01400,C00043,"P00430,P00442",15/05/2024,CYB
INV01401,C01384,"P00156,P00336,P00108,P00089,P00226",28/03/2025,MK
INV01402,C00288,"P00373,P00353,P00422,P00266,P00424,P00070",13/05/2024,TKO
INV01403,C01156,"P00439,P00288,P00490,P00085",04/06/2025,ST
INV01404,C00539,"P00430,P00499,P00259,P00251",02/08/2025,MK
INV01405,C01167,"P00156,P00336,P00108,P00089,P00479,P00144",19/09/2025,CYB
INV01406,C00723,"P00373,P00353,P00422,P00266,P00074,P00087",19/11/2025,MK
INV01407,C01298,"P00373,P00353,P00422,P00266",19/09/2025,MK
INV01408,C01222,P00203,01/08/2024,TKO
INV01409,C00419,"P00436,P00022,P00245,P00025,P00434",02/09/2024,MK
INV01410,C01046,"P00373,P00353,P00422,P00266",02/12/2025,MK
INV01411,C01036,"P00140,P00475,P00525",24/09/2025,CYB
INV01412,C00208,"P00373,P00353,P00422,P00266,P00158",12/07/2025,MK
INV01413,C01230,P00509,15/05/2025,TKO
INV01414,C00216,"P00156,P00336,P00108,P00089,P00147",20/11/2025,CYB
INV01415,C01307,"P00392,P00112,P00374,P00187,P00061",13/05/2025,CYB
INV01416,C00266,"P00373,P00353,P00422,P00266",11/12/2025,CYB
INV01417,C00042,"P00192,P00004,P00040",08/07/2025,MK
INV01418,C01384,"P00400,P00467,P00077,P00246,P00313",07/02/2024,CYB
INV01419,C01259,"P00099,P00317,P00538",13/06/2024,MK
INV01420,C00986,"P00192,P00157,P00182,P00289",07/04/2025,CYB
INV01421,C00830,"P00373,P00353,P00422,P00266,P00240",04/05/2025,MK
INV01422,C01356,"P00225,P00199",03/12/2025,ST
INV01423,C01344,"P00350,P00167,P00101",07/08/2024,ST
INV01424,C00857,"P00427,P00409,P00079,P00505,P00098",13/09/2025,CYB
INV01425,C01015,"P00008,P00057,P00425",29/11/2024,CYB
INV01426,C00333,P00547,09/11/2025,CYB
INV01427,C00038,"P00446,P00125,P00008,P00228,P00531",13/07/2025,CYB
INV01428,C00861,"P00288,P00456,P00532",09/11/2024,MK
INV01429,C01199,"P00521,P00418",25/12/2025,MK
INV01430,C00765,P00542,01/03/2025,CYB
INV01431,C00436,"P00416,P00023,P00443",15/07/2024,ST
INV01432,C01057,"P00373,P00353,P00422,P00266,P00162",14/12/2025,CYB
INV01433,C01199,"P00047,P00438,P00225,P00398,P00186",21/11/2025,MK
INV01434,C00892,"P00156,P00336,P00108,P00089",15/12/2025,TKO
INV01435,C00307,"P00247,P00161,P00119,P00501,P00137",30/03/2025,TKO
INV01436,C00158,"P00142,P00001,P00490,P00544",13/07/2025,MK
INV01437,C00994,"P00245,P00422",09/11/2025,MK
INV01438,C00668,"P00161,P00420",12/05/2025,ST
INV01439,C01435,"P00156,P00336,P00108,P00089,P00362,P00329",16/01/2024,TKO
INV01440,C01426,"P00373,P00353,P00422,P00266",31/12/2025,TKO
INV01441,C00296,"P00531,P00411",04/01/2024,MK
INV01442,C00477,"P00373,P00353,P00422,P00266,P00268",08/04/2024,CYB
INV01443,C00716,"P00184,P00252",16/05/2024,CYB
INV01444,C00850,"P00199,P00439,P00510",09/12/2024,TKO
INV01445,C00123,"P00373,P00353,P00422,P00266,P00045",27/01/2024,MK
INV01446,C00443,"P00534,P00330",24/08/2025,TKO
INV01447,C00306,"P00411,P00248,P00359",06/03/2024,CYB
INV01448,C00650,"P00073,P00051,P00169,P00485,P00403",21/12/2024,CYB
INV01449,C01436,"P00069,P00191",07/05/2024,CYB
INV01450,C01300,"P00463,P00106",23/03/2024,MK
INV01451,C01083,"P00017,P00279,P00383,P00177",19/09/2025,MK
INV01452,C01019,P00237,07/10/2025,MK
INV01453,C00758,"P00380,P00148,P00523",15/02/2024,CYB
INV01454,C00020,"P00320,P00348,P00152,P00118",13/05/2025,MK
INV01455,C01436,"P00156,P00336,P00108,P00089",23/02/2024,MK
INV01456,C01214,"P00373,P00353,P00422,P00266,P00039,P00170",22/11/2024,CYB
INV01457,C00759,"P00458,P00292,P00177,P00490,P00252",13/12/2025,TKO
INV01458,C01431,"P00380,P00121,P00059,P00041,P00300",14/03/2025,MK
INV01459,C00936,"P00304,P00415",04/11/2024,MK
INV01460,C00055,"P00459,P00262",18/06/2024,MK
INV01461,C00518,"P00253,P00359,P00395",25/06/2024,MK
INV01462,C00248,"P00174,P00519",11/05/2025,TKO
INV01463,C00345,"P00356,P00032",06/09/2024,MK
INV01464,C00631,P00252,28/10/2025,MK
INV01465,C00680,"P00502,P00217,P00436,P00170,P00469",23/10/2024,MK
INV01466,C00225,"P00373,P00353,P00422,P00266,P00219",29/11/2024,CYB
INV01467,C01389,"P00156,P00336,P00108,P00089",27/01/2024,CYB
INV01468,C00138,P00138,20/04/2025,ST
INV01469,C01134,"P00459,P00154,P00235,P00109",29/05/2025,MK
